id,microserviceName,URI,connectionTypes,duplicate,creationTime,pattern,role,connections
47,ClientService8,http://localhost:9057/api/ClientService8,,false,47,PriorityQueue,ClientService,POST http://localhost:9055/api/DispatcherService2 PUT http://localhost:9055/api/DispatcherService2 GET http://localhost:9055/api/DispatcherService2 DELETE http://localhost:9055/api/DispatcherService2 
48,ClientService9,http://localhost:9058/api/ClientService9,,false,48,PriorityQueue,ClientService,POST http://localhost:9055/api/DispatcherService2 PUT http://localhost:9055/api/DispatcherService2 GET http://localhost:9055/api/DispatcherService2 DELETE http://localhost:9055/api/DispatcherService2 
49,ExternalService4,http://localhost:9059/api/ExternalService4,POST ,false,49,PriorityQueue,ExternalService,
50,ExternalService5,http://localhost:9060/api/ExternalService5,POST ,false,50,PriorityQueue,ExternalService,
51,ExternalService6,http://localhost:9061/api/ExternalService6,POST ,false,51,PriorityQueue,ExternalService,
52,DispatcherService3,http://localhost:9062/api/DispatcherService3,POST ,false,52,PriorityQueue,DispatcherService,POST http://localhost:9067/api/ExternalService7 PUT http://localhost:9067/api/ExternalService7 GET http://localhost:9067/api/ExternalService7 DELETE http://localhost:9067/api/ExternalService7 POST http://localhost:9068/api/ExternalService8 PUT http://localhost:9068/api/ExternalService8 GET http://localhost:9068/api/ExternalService8 DELETE http://localhost:9068/api/ExternalService8 
53,ClientService10,http://localhost:9063/api/ClientService10,,false,53,PriorityQueue,ClientService,POST http://localhost:9062/api/DispatcherService3 PUT http://localhost:9062/api/DispatcherService3 GET http://localhost:9062/api/DispatcherService3 DELETE http://localhost:9062/api/DispatcherService3 
54,ClientService11,http://localhost:9064/api/ClientService11,,false,54,PriorityQueue,ClientService,POST http://localhost:9062/api/DispatcherService3 PUT http://localhost:9062/api/DispatcherService3 GET http://localhost:9062/api/DispatcherService3 DELETE http://localhost:9062/api/DispatcherService3 
55,ClientService12,http://localhost:9065/api/ClientService12,,false,55,PriorityQueue,ClientService,POST http://localhost:9062/api/DispatcherService3 PUT http://localhost:9062/api/DispatcherService3 GET http://localhost:9062/api/DispatcherService3 DELETE http://localhost:9062/api/DispatcherService3 
56,ClientService13,http://localhost:9066/api/ClientService13,,false,56,PriorityQueue,ClientService,POST http://localhost:9062/api/DispatcherService3 PUT http://localhost:9062/api/DispatcherService3 GET http://localhost:9062/api/DispatcherService3 DELETE http://localhost:9062/api/DispatcherService3 
57,ExternalService7,http://localhost:9067/api/ExternalService7,POST ,false,57,PriorityQueue,ExternalService,
58,ExternalService8,http://localhost:9068/api/ExternalService8,POST ,false,58,PriorityQueue,ExternalService,
59,DispatcherService4,http://localhost:9069/api/DispatcherService4,POST ,false,59,PriorityQueue,DispatcherService,POST http://localhost:9074/api/ExternalService9 PUT http://localhost:9074/api/ExternalService9 GET http://localhost:9074/api/ExternalService9 DELETE http://localhost:9074/api/ExternalService9 POST http://localhost:9075/api/ExternalService10 PUT http://localhost:9075/api/ExternalService10 GET http://localhost:9075/api/ExternalService10 DELETE http://localhost:9075/api/ExternalService10 POST http://localhost:9076/api/ExternalService11 PUT http://localhost:9076/api/ExternalService11 GET http://localhost:9076/api/ExternalService11 DELETE http://localhost:9076/api/ExternalService11 
60,ClientService14,http://localhost:9070/api/ClientService14,,false,60,PriorityQueue,ClientService,POST http://localhost:9069/api/DispatcherService4 PUT http://localhost:9069/api/DispatcherService4 GET http://localhost:9069/api/DispatcherService4 DELETE http://localhost:9069/api/DispatcherService4 
61,ClientService15,http://localhost:9071/api/ClientService15,,false,61,PriorityQueue,ClientService,POST http://localhost:9069/api/DispatcherService4 PUT http://localhost:9069/api/DispatcherService4 GET http://localhost:9069/api/DispatcherService4 DELETE http://localhost:9069/api/DispatcherService4 
62,ClientService16,http://localhost:9072/api/ClientService16,,false,62,PriorityQueue,ClientService,POST http://localhost:9069/api/DispatcherService4 PUT http://localhost:9069/api/DispatcherService4 GET http://localhost:9069/api/DispatcherService4 DELETE http://localhost:9069/api/DispatcherService4 
63,ClientService17,http://localhost:9073/api/ClientService17,,false,63,PriorityQueue,ClientService,POST http://localhost:9069/api/DispatcherService4 PUT http://localhost:9069/api/DispatcherService4 GET http://localhost:9069/api/DispatcherService4 DELETE http://localhost:9069/api/DispatcherService4 
64,ExternalService9,http://localhost:9074/api/ExternalService9,POST ,false,64,PriorityQueue,ExternalService,
65,ExternalService10,http://localhost:9075/api/ExternalService10,POST ,false,65,PriorityQueue,ExternalService,
66,ExternalService11,http://localhost:9076/api/ExternalService11,POST ,false,66,PriorityQueue,ExternalService,
67,DispatcherService5,http://localhost:9077/api/DispatcherService5,POST ,false,67,PriorityQueue,DispatcherService,POST http://localhost:9084/api/ExternalService12 PUT http://localhost:9084/api/ExternalService12 GET http://localhost:9084/api/ExternalService12 DELETE http://localhost:9084/api/ExternalService12 POST http://localhost:9085/api/ExternalService13 PUT http://localhost:9085/api/ExternalService13 GET http://localhost:9085/api/ExternalService13 DELETE http://localhost:9085/api/ExternalService13 POST http://localhost:9086/api/ExternalService14 PUT http://localhost:9086/api/ExternalService14 GET http://localhost:9086/api/ExternalService14 DELETE http://localhost:9086/api/ExternalService14 
68,ClientService18,http://localhost:9078/api/ClientService18,,false,68,PriorityQueue,ClientService,POST http://localhost:9077/api/DispatcherService5 PUT http://localhost:9077/api/DispatcherService5 GET http://localhost:9077/api/DispatcherService5 DELETE http://localhost:9077/api/DispatcherService5 
69,ClientService19,http://localhost:9079/api/ClientService19,,false,69,PriorityQueue,ClientService,POST http://localhost:9077/api/DispatcherService5 PUT http://localhost:9077/api/DispatcherService5 GET http://localhost:9077/api/DispatcherService5 DELETE http://localhost:9077/api/DispatcherService5 
70,ClientService20,http://localhost:9080/api/ClientService20,,false,70,PriorityQueue,ClientService,POST http://localhost:9077/api/DispatcherService5 PUT http://localhost:9077/api/DispatcherService5 GET http://localhost:9077/api/DispatcherService5 DELETE http://localhost:9077/api/DispatcherService5 
71,ClientService21,http://localhost:9081/api/ClientService21,,false,71,PriorityQueue,ClientService,POST http://localhost:9077/api/DispatcherService5 PUT http://localhost:9077/api/DispatcherService5 GET http://localhost:9077/api/DispatcherService5 DELETE http://localhost:9077/api/DispatcherService5 
72,ClientService22,http://localhost:9082/api/ClientService22,,false,72,PriorityQueue,ClientService,POST http://localhost:9077/api/DispatcherService5 PUT http://localhost:9077/api/DispatcherService5 GET http://localhost:9077/api/DispatcherService5 DELETE http://localhost:9077/api/DispatcherService5 
73,ClientService23,http://localhost:9083/api/ClientService23,,false,73,PriorityQueue,ClientService,POST http://localhost:9077/api/DispatcherService5 PUT http://localhost:9077/api/DispatcherService5 GET http://localhost:9077/api/DispatcherService5 DELETE http://localhost:9077/api/DispatcherService5 
74,ExternalService12,http://localhost:9084/api/ExternalService12,POST ,false,74,PriorityQueue,ExternalService,
75,ExternalService13,http://localhost:9085/api/ExternalService13,POST ,false,75,PriorityQueue,ExternalService,
76,ExternalService14,http://localhost:9086/api/ExternalService14,POST ,false,76,PriorityQueue,ExternalService,
77,DispatcherService6,http://localhost:9087/api/DispatcherService6,POST ,false,77,PriorityQueue,DispatcherService,POST http://localhost:9093/api/ExternalService15 PUT http://localhost:9093/api/ExternalService15 GET http://localhost:9093/api/ExternalService15 DELETE http://localhost:9093/api/ExternalService15 POST http://localhost:9094/api/ExternalService16 PUT http://localhost:9094/api/ExternalService16 GET http://localhost:9094/api/ExternalService16 DELETE http://localhost:9094/api/ExternalService16 POST http://localhost:9095/api/ExternalService17 PUT http://localhost:9095/api/ExternalService17 GET http://localhost:9095/api/ExternalService17 DELETE http://localhost:9095/api/ExternalService17 
78,ClientService24,http://localhost:9088/api/ClientService24,,false,78,PriorityQueue,ClientService,POST http://localhost:9087/api/DispatcherService6 PUT http://localhost:9087/api/DispatcherService6 GET http://localhost:9087/api/DispatcherService6 DELETE http://localhost:9087/api/DispatcherService6 
79,ClientService25,http://localhost:9089/api/ClientService25,,false,79,PriorityQueue,ClientService,POST http://localhost:9087/api/DispatcherService6 PUT http://localhost:9087/api/DispatcherService6 GET http://localhost:9087/api/DispatcherService6 DELETE http://localhost:9087/api/DispatcherService6 
80,ClientService26,http://localhost:9090/api/ClientService26,,false,80,PriorityQueue,ClientService,POST http://localhost:9087/api/DispatcherService6 PUT http://localhost:9087/api/DispatcherService6 GET http://localhost:9087/api/DispatcherService6 DELETE http://localhost:9087/api/DispatcherService6 
81,ClientService27,http://localhost:9091/api/ClientService27,,false,81,PriorityQueue,ClientService,POST http://localhost:9087/api/DispatcherService6 PUT http://localhost:9087/api/DispatcherService6 GET http://localhost:9087/api/DispatcherService6 DELETE http://localhost:9087/api/DispatcherService6 
82,ClientService28,http://localhost:9092/api/ClientService28,,false,82,PriorityQueue,ClientService,POST http://localhost:9087/api/DispatcherService6 PUT http://localhost:9087/api/DispatcherService6 GET http://localhost:9087/api/DispatcherService6 DELETE http://localhost:9087/api/DispatcherService6 
83,ExternalService15,http://localhost:9093/api/ExternalService15,POST ,false,83,PriorityQueue,ExternalService,
84,ExternalService16,http://localhost:9094/api/ExternalService16,POST ,false,84,PriorityQueue,ExternalService,
85,ExternalService17,http://localhost:9095/api/ExternalService17,POST ,false,85,PriorityQueue,ExternalService,
86,Cache0,http://localhost:9096/api/Cache0,POST GET PUT DELETE ,false,86,CacheASide,Cache,
87,Client0,http://localhost:9097/api/Client0,,false,87,CacheASide,Client,POST http://localhost:9096/api/Cache0 GET http://localhost:9096/api/Cache0 PUT http://localhost:9096/api/Cache0 DELETE http://localhost:9096/api/Cache0 
88,Client1,http://localhost:9098/api/Client1,,false,88,CacheASide,Client,POST http://localhost:9096/api/Cache0 GET http://localhost:9096/api/Cache0 PUT http://localhost:9096/api/Cache0 DELETE http://localhost:9096/api/Cache0 
89,Client2,http://localhost:9099/api/Client2,,false,89,CacheASide,Client,POST http://localhost:9096/api/Cache0 GET http://localhost:9096/api/Cache0 PUT http://localhost:9096/api/Cache0 DELETE http://localhost:9096/api/Cache0 
90,Client3,http://localhost:9100/api/Client3,,false,90,CacheASide,Client,POST http://localhost:9096/api/Cache0 GET http://localhost:9096/api/Cache0 PUT http://localhost:9096/api/Cache0 DELETE http://localhost:9096/api/Cache0 
91,Cache1,http://localhost:9101/api/Cache1,POST GET PUT DELETE ,false,91,CacheASide,Cache,
92,Client4,http://localhost:9102/api/Client4,,false,92,CacheASide,Client,POST http://localhost:9101/api/Cache1 GET http://localhost:9101/api/Cache1 PUT http://localhost:9101/api/Cache1 DELETE http://localhost:9101/api/Cache1 
93,Client5,http://localhost:9103/api/Client5,,false,93,CacheASide,Client,POST http://localhost:9101/api/Cache1 GET http://localhost:9101/api/Cache1 PUT http://localhost:9101/api/Cache1 DELETE http://localhost:9101/api/Cache1 
94,Client6,http://localhost:9104/api/Client6,,false,94,CacheASide,Client,POST http://localhost:9101/api/Cache1 GET http://localhost:9101/api/Cache1 PUT http://localhost:9101/api/Cache1 DELETE http://localhost:9101/api/Cache1 
95,Cache2,http://localhost:9105/api/Cache2,POST GET PUT DELETE ,false,95,CacheASide,Cache,
96,Client7,http://localhost:9106/api/Client7,,false,96,CacheASide,Client,POST http://localhost:9105/api/Cache2 GET http://localhost:9105/api/Cache2 PUT http://localhost:9105/api/Cache2 DELETE http://localhost:9105/api/Cache2 
97,Client8,http://localhost:9107/api/Client8,,false,97,CacheASide,Client,POST http://localhost:9105/api/Cache2 GET http://localhost:9105/api/Cache2 PUT http://localhost:9105/api/Cache2 DELETE http://localhost:9105/api/Cache2 
98,Client9,http://localhost:9108/api/Client9,,false,98,CacheASide,Client,POST http://localhost:9105/api/Cache2 GET http://localhost:9105/api/Cache2 PUT http://localhost:9105/api/Cache2 DELETE http://localhost:9105/api/Cache2 
99,Cache3,http://localhost:9109/api/Cache3,POST GET PUT DELETE ,false,99,CacheASide,Cache,
100,Client10,http://localhost:9110/api/Client10,,false,100,CacheASide,Client,POST http://localhost:9109/api/Cache3 GET http://localhost:9109/api/Cache3 PUT http://localhost:9109/api/Cache3 DELETE http://localhost:9109/api/Cache3 
101,Cache4,http://localhost:9111/api/Cache4,POST GET PUT DELETE ,false,101,CacheASide,Cache,
102,Client11,http://localhost:9112/api/Client11,,false,102,CacheASide,Client,POST http://localhost:9111/api/Cache4 GET http://localhost:9111/api/Cache4 PUT http://localhost:9111/api/Cache4 DELETE http://localhost:9111/api/Cache4 
103,Client12,http://localhost:9113/api/Client12,,false,103,CacheASide,Client,POST http://localhost:9111/api/Cache4 GET http://localhost:9111/api/Cache4 PUT http://localhost:9111/api/Cache4 DELETE http://localhost:9111/api/Cache4 
104,Cache5,http://localhost:9114/api/Cache5,POST GET PUT DELETE ,false,104,CacheASide,Cache,
105,Client13,http://localhost:9115/api/Client13,,false,105,CacheASide,Client,POST http://localhost:9114/api/Cache5 GET http://localhost:9114/api/Cache5 PUT http://localhost:9114/api/Cache5 DELETE http://localhost:9114/api/Cache5 
106,Client14,http://localhost:9116/api/Client14,,false,106,CacheASide,Client,POST http://localhost:9114/api/Cache5 GET http://localhost:9114/api/Cache5 PUT http://localhost:9114/api/Cache5 DELETE http://localhost:9114/api/Cache5 
107,Client15,http://localhost:9117/api/Client15,,false,107,CacheASide,Client,POST http://localhost:9114/api/Cache5 GET http://localhost:9114/api/Cache5 PUT http://localhost:9114/api/Cache5 DELETE http://localhost:9114/api/Cache5 
108,Client16,http://localhost:9118/api/Client16,,false,108,CacheASide,Client,POST http://localhost:9114/api/Cache5 GET http://localhost:9114/api/Cache5 PUT http://localhost:9114/api/Cache5 DELETE http://localhost:9114/api/Cache5 
109,Cache6,http://localhost:9119/api/Cache6,POST GET PUT DELETE ,false,109,CacheASide,Cache,
110,Client17,http://localhost:9120/api/Client17,,false,110,CacheASide,Client,POST http://localhost:9119/api/Cache6 GET http://localhost:9119/api/Cache6 PUT http://localhost:9119/api/Cache6 DELETE http://localhost:9119/api/Cache6 
111,Client18,http://localhost:9121/api/Client18,,false,111,CacheASide,Client,POST http://localhost:9119/api/Cache6 GET http://localhost:9119/api/Cache6 PUT http://localhost:9119/api/Cache6 DELETE http://localhost:9119/api/Cache6 
112,Leader0,http://localhost:9122/api/Leader0,GET PUT ,false,112,LeaderElection,Leader,
113,Client0,http://localhost:9123/api/Client0,GET PUT ,false,113,LeaderElection,Client,GET http://localhost:9122/api/Leader0 PUT http://localhost:9122/api/Leader0 
114,Client1,http://localhost:9124/api/Client1,GET PUT ,false,114,LeaderElection,Client,GET http://localhost:9122/api/Leader0 PUT http://localhost:9122/api/Leader0 
115,Client2,http://localhost:9125/api/Client2,GET PUT ,false,115,LeaderElection,Client,GET http://localhost:9122/api/Leader0 PUT http://localhost:9122/api/Leader0 
116,Client3,http://localhost:9126/api/Client3,GET PUT ,false,116,LeaderElection,Client,GET http://localhost:9122/api/Leader0 PUT http://localhost:9122/api/Leader0 
117,Client4,http://localhost:9127/api/Client4,GET PUT ,false,117,LeaderElection,Client,GET http://localhost:9122/api/Leader0 PUT http://localhost:9122/api/Leader0 
118,Leader1,http://localhost:9128/api/Leader1,GET PUT ,false,118,LeaderElection,Leader,
119,Client5,http://localhost:9129/api/Client5,GET PUT ,false,119,LeaderElection,Client,GET http://localhost:9128/api/Leader1 PUT http://localhost:9128/api/Leader1 
120,Client6,http://localhost:9130/api/Client6,GET PUT ,false,120,LeaderElection,Client,GET http://localhost:9128/api/Leader1 PUT http://localhost:9128/api/Leader1 
121,Client7,http://localhost:9131/api/Client7,GET PUT ,false,121,LeaderElection,Client,GET http://localhost:9128/api/Leader1 PUT http://localhost:9128/api/Leader1 
122,Client8,http://localhost:9132/api/Client8,GET PUT ,false,122,LeaderElection,Client,GET http://localhost:9128/api/Leader1 PUT http://localhost:9128/api/Leader1 
123,Client9,http://localhost:9133/api/Client9,GET PUT ,false,123,LeaderElection,Client,GET http://localhost:9128/api/Leader1 PUT http://localhost:9128/api/Leader1 
124,Client10,http://localhost:9134/api/Client10,GET PUT ,false,124,LeaderElection,Client,GET http://localhost:9128/api/Leader1 PUT http://localhost:9128/api/Leader1 
125,Leader2,http://localhost:9135/api/Leader2,GET PUT ,false,125,LeaderElection,Leader,
126,Client11,http://localhost:9136/api/Client11,GET PUT ,false,126,LeaderElection,Client,GET http://localhost:9135/api/Leader2 PUT http://localhost:9135/api/Leader2 
127,Client12,http://localhost:9137/api/Client12,GET PUT ,false,127,LeaderElection,Client,GET http://localhost:9135/api/Leader2 PUT http://localhost:9135/api/Leader2 
128,Client13,http://localhost:9138/api/Client13,GET PUT ,false,128,LeaderElection,Client,GET http://localhost:9135/api/Leader2 PUT http://localhost:9135/api/Leader2 
129,Leader3,http://localhost:9139/api/Leader3,GET PUT ,false,129,LeaderElection,Leader,
130,Client14,http://localhost:9140/api/Client14,GET PUT ,false,130,LeaderElection,Client,GET http://localhost:9139/api/Leader3 PUT http://localhost:9139/api/Leader3 
131,Client15,http://localhost:9141/api/Client15,GET PUT ,false,131,LeaderElection,Client,GET http://localhost:9139/api/Leader3 PUT http://localhost:9139/api/Leader3 
132,Leader4,http://localhost:9142/api/Leader4,GET PUT ,false,132,LeaderElection,Leader,
